challenge_name,AdminID,Grade,Subject,ScaleForm,theta,RawScore,scaledscore,perflevel,LowScaledScore,HighScaledScore,GrowthTheta,Information,StandardErrorTheta,StandardErrorScaleScore,GrowthThetaLow,GrowthThetaHigh,GrowthThetaSe,scaleScoreUnrounded,scaleScoreUnroundedConstrained,
Operational,4,04,ela,01,3.99999999999992,72,280,4,270.323911706337,280,3.99489270799991,1.8577708874471,0.733675342635966,10,3.20340891417232,4.7863765018275,0.791483793827593,294.005602240895,280,
Operational,4,05,ela,01,-7.28290668069033,0,200,1,200,210.441080095961,-7.28290668069033,0.0478345938638973,4.47213595499958,10,-11.7550426356899,-2.81077072569075,4.47213595499958,200,200,
Operational,4,05,ela,01,-6.96725239799275,1,200,1,200,210.441080095961,-6.96725239799275,0.0667621371788515,3.87021315338145,10,-10.8374655513742,-3.0970392446113,3.87021315338145,200.882160191923,200.882160191923,
Operational,4,05,ela,01,-6.65159811529517,2,202,1,200,212.205400479807,-6.65159811529517,0.0946142895371737,3.25103491511149,10,-9.90263303040666,-3.40056320018367,3.2510349151115,201.764320383846,201.764320383846,
Operational,4,05,ela,01,-6.33594383259759,3,202,1,200,212.205400479807,-6.33594383259759,0.135950517128315,2.71212416354762,10,-9.04806799614521,-3.62381966904996,2.71212416354762,202.646480575769,202.646480575769,
Operational,4,05,ela,01,-6.0202895499,4,204,1,200,213.969720863653,-6.0202895499,0.19755524871186,2.24986113542737,10,-8.27015068532737,-3.77042841447263,2.24986113542737,203.528640767692,203.528640767692,
Operational,4,05,ela,01,-5.70463526720242,5,204,1,200,213.969720863653,-5.70463526720242,0.289210363008326,1.85948669273244,10,-7.56412195993487,-3.84514857446998,1.85948669273244,204.410800959615,204.410800959615,
Operational,4,05,ela,01,-5.38898098450484,6,206,1,200,213.424777700775,-5.38898098450484,0.424265353577196,1.5352574591372,8.41566817952824,-6.92423844364204,-3.85372352536765,1.5352574591372,205.292961151538,205.292961151538,
Operational,4,05,ela,01,-5.07332670180726,7,206,1,200,213.424777700775,-5.07332670180726,0.619258794818641,1.27076108966261,6.96580472702367,-6.34408779146987,-3.80256561214465,1.27076108966261,206.175121343461,206.175121343461,
Operational,4,05,ela,01,-4.75767241910968,8,208,1,202.96672377754,212.912159677073,-4.75767241910968,0.891229128700752,1.059266685695,5.80647687942033,-5.81693910480468,-3.69840573341468,1.059266685695,207.057281535383,207.057281535383,
Operational,4,05,ela,01,-4.4420181364121,9,208,1,202.96672377754,212.912159677073,-4.4420181364121,1.25120621943452,0.893995952891286,4.90052873451101,-5.33601408930339,-3.54802218352082,0.893995952891285,207.939441727306,207.939441727306,
Operational,4,05,ela,01,-4.12636385371452,10,208,1,202.96672377754,212.912159677073,-4.12636385371452,1.69439131334659,0.76823332407603,4.21114823536715,-4.89459717779055,-3.35813052963849,0.76823332407603,208.821601919229,208.821601919229,
Operational,4,05,ela,01,-3.74852358655562,11,210,1,206.708666450544,213.581017963683,-3.74852358655562,2.2945608328866,0.660161528673764,3.61874181893295,-4.40868511522939,-3.08836205788186,0.660161528673764,209.703762111152,209.703762111152,
Operational,4,05,ela,01,-3.41277611802919,12,210,1,206.708666450544,213.581017963683,-3.41277611802919,2.83846711974719,0.593551034284206,3.25360969420653,-4.0063271523134,-2.81922508374499,0.593551034284205,210.585922303075,210.585922303075,
Operational,4,05,ela,01,-3.13817720629932,13,212,1,209.041669395448,214.934396770496,-3.13817720629932,3.27478554877571,0.552597056675748,3.02911634676609,-3.69077426297507,-2.58558014962357,0.552597056675748,211.468082494998,211.468082494998,
Operational,4,05,ela,01,-2.90175706643675,14,212,1,209.041669395448,214.934396770496,-2.90175706643675,3.66426371453392,0.52240417486177,2.86361102828162,-3.42416124129852,-2.37935289157498,0.52240417486177,212.507983670946,212.507983670946,
Operational,4,05,ela,01,-2.69224920430215,15,214,1,211.515329412368,216.833664817828,-2.69224920430215,4.05152920354016,0.496810210773745,2.72331513987433,-3.18905941507589,-2.1954389935284,0.496810210773746,213.656422089684,213.656422089684,
Operational,4,05,ela,01,-2.50322593717906,16,214,1,211.515329412368,216.833664817828,-2.50322593717906,4.46203802547505,0.473405573314381,2.59502026558603,-2.97663151049344,-2.02982036386467,0.473405573314381,214.692572140512,214.692572140512,
Operational,4,05,ela,01,-2.33051180630125,17,216,1,213.656929173461,218.495461590513,-2.33051180630125,4.90505625728694,0.451521051660906,2.47505805898204,-2.78203285796216,-1.87899075464034,0.451521051660906,215.639322020627,215.639322020627,
Operational,4,05,ela,01,-2.17111552963749,18,216,1,213.656929173461,218.495461590513,-2.17111552963749,5.37914169957727,0.431165007970896,2.36347435807016,-2.60228053760838,-1.73995052166659,0.431165007970896,216.513068743348,216.513068743348,
Operational,4,05,ela,01,-2.02271209342044,19,218,1,215.904544739259,220.954991360427,-2.02271209342044,5.877350629099,0.412485987473869,2.26108342846678,-2.43519808089431,-1.61022610594657,0.412485987473869,217.326557105493,217.326557105493,
Operational,4,05,ela,01,-1.88342785208397,20,218,1,215.904544739259,220.954991360427,-1.88342785208397,6.39046541158206,0.395579480437105,2.40554403166814,-2.27900733252107,-1.48784837164686,0.395579480437105,218.090057683685,218.090057683685,
Operational,4,05,ela,01,-1.75171634839599,21,218,1,215.904544739259,220.954991360427,-1.75171634839599,6.90843068292265,0.380461133813018,2.90904247161706,-2.13217748220901,-1.37125521458297,0.380461133813018,218.812047538786,218.812047538786,
Operational,4,05,ela,01,-1.62628324663595,22,220,2,217.848989681312,225.129903159657,-1.62628324663595,7.42068156331439,0.367094689772389,3.39937943742487,-1.99337793640834,-1.25918855686356,0.367094689772389,219.499621702232,219.499621702232,
Operational,4,05,ela,01,-1.50601300365124,23,220,2,217.848989681312,225.129903159657,-1.50601300365124,7.91618686699235,0.355420097162661,3.8815340409202,-1.8614331008139,-1.15059290648858,0.35542009716266,220.450458373718,220.450458373718,
Operational,4,05,ela,01,-1.38993861830071,24,222,2,218.901970271197,227.62136201117,-1.38993861830071,8.38344599007897,0.345373263719514,4.35969586998655,-1.73531188202022,-1.04456535458119,0.345373263719514,222.254256125863,222.254256125863,
Operational,4,05,ela,01,-1.2772132965816,25,224,2,219.566366278462,229.241344873918,-1.2772132965816,8.8107699473071,0.336893839218226,4.83748929772786,-1.61410713579983,-0.940319457363376,0.336893839218226,224.006009377131,224.006009377131,
Operational,4,05,ela,01,-1.16705602906773,26,226,2,220.590825495887,230.844884556398,-1.16705602906773,9.18694803400902,0.329924350271959,5.12702953025578,-1.49698037933969,-0.837131678795768,0.329924350271959,225.717855026143,225.717855026143,
Operational,4,05,ela,01,-1.05875633861673,27,228,2,222.359482507193,232.442185290266,-1.05875633861673,9.50186724229519,0.324410962045379,5.04135139153659,-1.38316730066211,-0.734345376571356,0.324410962045379,227.40083389873,227.40083389873,
Operational,4,05,ela,01,-0.951647052519785,28,230,2,224.937259056246,234.849282597092,-0.951647052519785,9.74731367160131,0.320300435375845,4.97747374321438,-1.27194748789563,-0.63134661714394,0.320300435375845,229.065313869156,229.065313869156,
Operational,4,05,ela,01,-0.845088992087915,29,230,2,224.937259056246,234.849282597092,-0.845088992087915,9.91762825255041,0.317538279477558,4.93454979763105,-1.16262727156547,-0.527550712610357,0.317538279477558,230.721227784182,230.721227784182,
Operational,4,05,ela,01,-0.73846432229684,30,232,2,227.466478044927,237.289875574441,-0.73846432229684,10.0101238385858,0.316067815512105,4.91169876475686,-1.05453213780894,-0.422396506784735,0.316067815512105,232.378176809684,232.378176809684,
Operational,4,05,ela,01,-0.631166234048829,31,234,2,229.13758926417,238.953592272774,-0.631166234048829,10.0252110283727,0.315829896801825,4.90800150430185,-0.946996130850653,-0.315336337247004,0.315829896801825,234.045590768472,234.045590768472,
Operational,4,05,ela,01,-0.522590365166713,32,236,2,230.810347024204,240.602477695129,-0.522590365166713,9.9661839987831,0.316763803825756,4.89606533546257,-0.839354168992469,-0.205826561340957,0.316763803825756,235.732861458171,235.732861458171,
Operational,4,05,ela,01,-0.412130259840132,33,238,2,232.495110859812,242.20970137844,-0.412130259840132,9.83870373177395,0.318809356330953,4.85729525931406,-0.730939616171085,-0.0933209035091783,0.318809356330953,237.449413211498,237.449413211498,
Operational,4,05,ela,01,-0.299164365008989,34,240,3,235.072735237537,244.726616671903,-0.299164365008989,9.65004438105659,0.321910649745352,4.83269779726815,-0.62107501475434,0.0227462847363631,0.321910649745352,239.204904972665,239.204904972665,
Operational,4,05,ela,01,-0.183041955422308,35,240,3,235.072735237537,244.726616671903,-0.183041955422308,9.40819202065106,0.326022004752322,4.82118363709741,-0.509063960174629,0.142980049330014,0.326022004752322,240.927972065396,240.927972065396,
Operational,4,05,ela,01,-0.0630793029125375,36,242,3,237.728121115942,247.371954290915,-0.0630793029125375,9.12093572132268,0.331116103276609,4.82191658748677,-0.394195406189147,0.268036800364072,0.331116103276609,242.641724244107,242.641724244107,
Operational,4,05,ela,01,0.0614751413214784,37,244,3,239.569207191109,249.23816856993,0.0614751413214784,8.79495203465876,0.337196658573599,4.83448068941023,-0.275721517252121,0.398671799895078,0.337196658573599,244.42107344745,244.42107344745,
Operational,4,05,ela,01,0.191471197156148,38,246,3,241.359364738274,251.196955180473,0.191471197156148,8.43502618525585,0.344315665476956,4.91879522109937,-0.152844468320808,0.535786862633104,0.344315665476956,246.278159959374,246.278159959374,
Operational,4,05,ela,01,0.327898233986764,39,248,3,243.190027025079,253.264208231685,0.327898233986764,8.04348756241341,0.352596342231209,5.03709060330299,-0.0246981082444459,0.680494576217973,0.35259634223121,248.227117628382,248.227117628382,
Operational,4,05,ela,01,0.471957319093073,40,250,3,245.109919226139,255.460289890806,0.471957319093073,7.61994971673173,0.362262973263335,5.17518533233336,0.109694345829738,0.834220292356408,0.362262973263335,250.285104558472,250.285104558472,
Operational,4,05,ela,01,0.625169845464635,41,252,3,247.135624933416,257.812084937002,0.625169845464635,7.16158838957307,0.373676100125509,5.33823000179298,0.251493745339126,0.998845945590144,0.373676100125509,252.473854935209,252.473854935209,
Operational,4,05,ela,01,0.789508655422632,42,254,3,249.287778767749,260.269186115831,0.789508655422632,6.66440173598693,0.387364141680187,5.49070367404107,0.402144513742445,1.17687279710282,0.387364141680187,254.821552220323,254.821552220323,
Operational,4,05,ela,01,0.96763818248993,43,258,3,251.594301905924,262.377437571052,0.96763818248993,6.12572672999557,0.404037049075273,5.39156783256415,0.563601133414657,1.3716752315652,0.404037049075273,257.366259749856,257.366259749856,
Operational,4,05,ela,01,1.16312651734591,44,260,4,254.094407412552,264.714767487156,1.16312651734591,5.54891131927006,0.424517998467294,5.31018003730213,0.738608518878613,1.5876445158132,0.424517998467294,260.120416854393,260.120416854393,
Operational,4,05,ela,01,1.38074312611643,45,262,4,256.846525906775,267.340145441111,1.38074312611643,4.94956528462664,0.449486312642207,5.24680976716809,0.931256813474227,1.83022943875864,0.449486312642207,262.47557495797,262.47557495797,
Operational,4,05,ela,01,1.62656771749088,46,266,4,259.938995149688,270.318244312809,1.62656771749088,4.36136747223557,0.478838057012687,5.18962458156034,1.14772966047819,2.10540577450357,0.478838057012687,265.136014258559,265.136014258559,
Operational,4,05,ela,01,1.90756974854425,47,268,4,262.649287108173,273.705036453391,1.90756974854425,3.83300760703511,0.510775619749109,5.52787467260939,1.39679412879514,2.41834536829336,0.510775619749109,268.177161780782,268.177161780782,
Operational,4,05,ela,01,2.2309244439472,48,272,4,265.805833531225,277.547509411355,2.2309244439472,3.3982542850633,0.542465425661992,5.87083794006486,1.68845901828521,2.7733898696092,0.542465425661992,271.67667147129,271.67667147129,
Operational,4,05,ela,01,2.60599772726638,49,276,4,269.497038365114,280,2.60599772726638,3.00915455852048,0.576471382329851,6.23886777413259,2.02952634493653,3.18246910959623,0.576471382329851,275.735906139247,275.735906139247,
Operational,4,05,ela,01,3.05953720907382,50,280,4,271.452423529066,280,3.05953720907382,2.478709959748,0.635165855989994,6.87408935054108,2.42437135308382,3.69470306506381,0.635165855989995,280.644342089543,280,
Operational,4,05,ela,01,3.70681975257297,51,280,4,271.452423529066,280,3.70681975257297,1.52332149669057,0.810222341753018,8.76864006226211,2.89659741081995,4.51704209432598,0.810222341753018,287.649564421785,280,
Operational,4,05,ela,01,3.99999999999992,52,280,4,271.452423529066,280,3.99999999999992,1.12597390348846,0.942401215234393,10,3.05759878476552,4.94240121523431,0.942401215234393,290.82251082251,280,
Operational,4,06,ela,01,-6.68226015406809,0,200,1,200,210.461250597076,-7.73300982786175,0.0866696600591459,3.39677244213406,10,-11.7036239369875,-3.76239571873598,3.97061410912577,200,200,
Operational,4,06,ela,01,-6.35062852421354,1,200,1,200,210.461250597076,-7.34535323591602,0.123388186680244,2.84684098159539,10,-10.6731319318767,-4.01757453995532,3.3277786959607,200.922501194151,200.922501194151,
Operational,4,06,ela,01,-6.01899689435899,2,202,1,200,212.306252985378,-6.95769664397029,0.176130760602732,2.38277148792626,10,-9.74300718506693,-4.17238610287364,2.78531054109665,201.845002388302,201.845002388302,
Operational,4,06,ela,01,-5.68736526450444,3,202,1,200,212.306252985378,-6.57004005202456,0.25167933192821,1.99331632582353,10,-8.90010191577813,-4.239978188271,2.33006186375357,202.767503582453,202.767503582453,
Operational,4,06,ela,01,-5.35573363464989,4,204,1,200,213.36658943832,-6.18238346007883,0.359179843863018,1.66856842631865,10,-8.13283538126206,-4.23193153889561,1.95045192118323,203.690004776604,203.690004776604,
Operational,4,06,ela,01,-5.02410200479533,5,204,1,200,213.36658943832,-5.79472686813311,0.510366534312344,1.39977716813551,8.4306681292809,-7.43097865364839,-4.15847508261782,1.63625178551529,204.612505970755,204.612505970755,
Operational,4,06,ela,01,-4.69247037494078,6,206,1,200.218489183908,212.557441660838,-5.40707027618738,0.719224838803976,1.17914621485006,7.10183780647021,-6.78541830425381,-4.02872224812094,1.37834802806643,205.535007164907,205.535007164907,
Operational,4,06,ela,01,-4.36083874508623,7,206,1,200.218489183908,212.557441660838,-5.01941368424165,1.000775646303,0.999612402312965,6.02052999124071,-6.18789793683625,-3.85092943164705,1.1684842525946,206.457508359058,206.457508359058,
Operational,4,06,ela,01,-4.02920711523168,8,208,1,203.122694097788,212.559826202781,-4.63175709229592,1.36913660192084,0.854627000637985,5.14730257123615,-5.6307624965676,-3.63275168802425,0.999005404271674,207.380009553209,207.380009553209,
Operational,4,06,ela,01,-3.61348943768199,9,208,1,203.122694097788,212.559826202781,-4.14580918026719,1.97117919634979,0.712257361393461,4.28982953375636,-4.97839339856731,-3.31322496196707,0.832584218300117,208.30251074736,208.30251074736,
Operational,4,06,ela,01,-3.28918968343339,10,210,1,206.099918388028,213.272606689145,-3.76672309141617,2.56009223865182,0.624988740703208,3.76422246151098,-4.49729576125384,-3.0361504215785,0.73057266983767,209.225011941511,209.225011941511,
Operational,4,06,ela,01,-3.02489487062415,11,210,1,206.099918388028,213.272606689145,-3.4577790185981,3.12239818018266,0.565921061947696,3.40846583960665,-4.119305273742,-2.79625276345419,0.661526255143905,210.147513135662,210.147513135662,
Operational,4,06,ela,01,-2.79927782516213,12,212,1,209.002288030633,215.097141786793,-3.19404683187323,3.66104592704047,0.522633701676066,3.14775193674394,-3.80497287567846,-2.58312078806799,0.610926043805237,211.451882056965,211.451882056965,
Operational,4,06,ela,01,-2.60075672021411,13,212,1,209.002288030633,215.097141786793,-2.96198810150664,4.17653279168782,0.489318969235844,2.94710181941603,-3.53397131092354,-2.39000489208974,0.5719832094169,212.64754776046,212.64754776046,
Operational,4,06,ela,01,-2.42224658393305,14,214,1,211.492257451445,216.93594026415,-2.75332093942432,4.66917608820475,0.462785639010773,2.78729516834018,-3.29428834865191,-2.21235353019672,0.540967409227596,213.72269011237,213.72269011237,
Operational,4,06,ela,01,-2.25906550942653,15,214,1,211.492257451445,216.93594026415,-2.56257248988414,5.14071199629492,0.441050545138315,2.6563876443651,-3.07813293651317,-2.04701204325512,0.515560446629026,214.705507603225,214.705507603225,
Operational,4,06,ela,01,-2.10796217810412,16,216,1,213.542548110168,218.540259685196,-2.38594216521401,5.59476494978448,0.422774784928863,2.54631521809355,-2.88013939350008,-1.89174493692794,0.494197228286069,215.615582484147,215.615582484147,
Operational,4,06,ela,01,-1.96656055174937,17,216,1,213.542548110168,218.540259685196,-2.22065252564523,6.03641519957171,0.407015031058986,2.45139635693434,-2.69642758932119,-1.74487746196927,0.475775063675958,216.467225311216,216.467225311216,
Operational,4,06,ela,01,-1.83307378775938,18,218,1,215.730029922574,221.207706540167,-2.06461486415643,6.47085758163213,0.393114514696619,2.36767543124382,-2.52414109535014,-1.60508863296272,0.459526231193711,217.271197995204,217.271197995204,
Operational,4,06,ela,01,-1.70611483420555,19,218,1,215.730029922574,221.207706540167,-1.91620780396963,6.90174449865308,0.380645378350846,2.6236424389258,-2.36115839621591,-1.47125721172336,0.444950592246277,218.035854561848,218.035854561848,
Operational,4,06,ela,01,-1.58456466406377,20,218,1,215.730029922574,221.207706540167,-1.77412327262305,7.32966481281309,0.369366872901147,3.22519705622045,-2.20588999882256,-1.34235654642353,0.431766726199516,218.767934759218,218.767934759218,
Operational,4,06,ela,01,-1.46749059618758,21,220,2,217.678588986724,225.882871842149,-1.63727102430761,7.75115060237634,0.35918394195297,3.81282624273796,-2.05713454239299,-1.21740750622223,0.419863518085379,219.473055999425,219.473055999425,
Operational,4,06,ela,01,-1.35409035933332,22,220,2,217.678588986724,225.882871842149,-1.50471325421783,8.15854649513146,0.350101203388527,4.39145661268681,-1.9139596201366,-1.09546688829906,0.409246365918772,220.470656506207,220.470656506207,
Operational,4,06,ela,01,-1.24364325671471,23,222,2,218.760377909697,228.692694718319,-1.3756075129766,8.54084132469833,0.342176100958193,4.966158404311,-1.77558993082048,-0.975625095132716,0.39998241784388,222.476961730886,222.476961730886,
Operational,4,06,ela,01,-1.13549175045949,24,224,2,219.452085987794,230.535673555395,-1.24918518001914,8.88515954297994,0.335480579683986,5.54179378380034,-1.64134095310179,-0.857029406936489,0.392155773082651,224.441566749146,224.441566749146,
Operational,4,06,ela,01,-1.02901824559574,25,226,2,220.379803675565,232.371577047569,-1.12472432552796,9.17864387820146,0.330073562064398,5.99588668600178,-1.51055963387111,-0.738889017184817,0.385835308343147,226.375690361567,226.375690361567,
Operational,4,06,ela,01,-0.923639870552824,26,228,2,222.368266593049,234.211574622107,-1.00154360916556,9.41020955919653,0.325987053499814,5.92165401452887,-1.3826020450982,-0.620485173232924,0.38105843593264,228.289920607578,228.289920607578,
Operational,4,06,ela,01,-0.818792941055126,27,230,2,224.323065961803,236.065928005313,-0.878984119339826,9.57188400745806,0.323222277747592,5.87143102175463,-1.25681070568661,-0.501157532993037,0.377826586346789,230.194496983558,230.194496983558,
Operational,4,06,ela,01,-0.713935135097769,28,232,2,226.254514102457,237.944027765017,-0.756411915614375,9.65945133730374,0.321753863561961,5.84475683127994,-1.13252201780368,-0.380301813425072,0.376110102189303,232.099270933737,232.099270933737,
Operational,4,06,ela,01,-0.608537197906847,29,234,2,228.173029558205,239.854683506033,-0.633208332326912,9.67245396055452,0.32153752491396,5.84082697391391,-1.00906554819464,-0.257351116459179,0.375857215867733,234.013856532119,234.013856532119,
Operational,4,06,ela,01,-0.502075524155993,30,236,2,230.089103320974,241.190231165391,-0.508761307665258,9.61365384342805,0.322519338024404,5.5505639222086,-0.885766201528871,-0.131756413801644,0.377004893863614,235.947765228774,235.947765228774,
Operational,4,06,ela,01,-0.394027572953733,31,238,2,232.013223445845,242.508879753426,-0.382460024074916,9.48820291644798,0.324644476352515,5.24782815379088,-0.761949071461673,-0.00297097668815959,0.379489047386757,237.910489137988,237.910489137988,
Operational,4,06,ela,01,-0.283863072064589,32,240,3,233.955912402672,243.865959043731,-0.253684626544778,9.30277818794965,0.327863950168332,4.95502332052973,-0.636937037057801,0.129567783968244,0.383252410513023,239.911660816265,239.911660816265,
Operational,4,06,ela,01,-0.171033135064985,33,242,3,236.934017539531,245.993973156486,-0.121793501244393,9.06486526126365,0.332138579096998,4.66985852176124,-0.510042685084032,0.266455682595246,0.388249183839639,241.292242548594,241.292242548594,
Operational,4,06,ela,01,-0.0549527421594556,34,242,3,236.934017539531,245.993973156486,0.0138972033039475,8.78226076278629,0.337440212576203,4.3900970951935,-0.380549257819511,0.408343664427406,0.394446461123459,242.681594947224,242.681594947224,
Operational,4,06,ela,01,0.0649923104663752,35,244,3,240.002908047311,248.231497948293,0.154105452867096,8.46284226133477,0.343749343113507,4.11429495049082,-0.247715986461262,0.555926892195453,0.401821439328357,244.117202997802,244.117202997802,
Operational,4,06,ela,01,0.189472383885976,36,246,3,241.405374194061,249.808806150307,0.299614857528408,8.11434945283833,0.351053369972167,4.20171597812289,-0.110744531454359,0.709974246511175,0.410359388982767,245.607090172184,245.607090172184,
Operational,4,06,ela,01,0.31923012626155,37,248,3,243.616550878059,252.329726457208,0.45129352644774,7.74411388776283,0.359347091736212,4.3009825462144,0.0312392964903462,0.871347756405133,0.420054229957393,247.16014513778,247.16014513778,
Operational,4,06,ela,01,0.45508134510006,38,248,3,243.616550878059,252.329726457208,0.610095087474072,7.35864890659883,0.368638727901683,4.41219303293457,0.179179517146083,1.04101065780206,0.430915570327989,248.786132197487,248.786132197487,
Operational,4,06,ela,01,0.597939566563873,39,250,3,245.960162290772,255.031808183528,0.777087395440531,6.9629760930308,0.378968007169883,4.53582294637802,0.334097544983947,1.22007724589711,0.442989850456584,250.49598523715,250.49598523715,
Operational,4,06,ela,01,0.748875674988487,40,252,3,247.629408141453,256.975634946243,0.953522247022989,6.55985819349046,0.390438624770127,4.6731134023953,0.497123963455325,1.40992053059065,0.456398283567664,252.302521543848,252.302521543848,
Operational,4,06,ela,01,0.90916447317887,41,254,3,249.394507252498,259.047490908576,1.14088980680856,6.14955855495343,0.403253392232681,4.82649182803928,0.669511863178651,1.61226775043848,0.471377943629913,254.220999080537,254.220999080537,
Operational,4,06,ela,01,1.08038149640179,42,256,3,251.27049102049,261.319819254249,1.34103177678532,5.73065902151576,0.417731971639818,5.02466411687924,0.852729281201033,1.8293342723696,0.488302495584285,256.270275241194,256.270275241194,
Operational,4,06,ela,01,1.26452997861941,43,258,3,253.27665669936,263.815861816011,1.55628981191233,5.30261041372056,0.434265311387897,5.26960255832574,1.04866087830695,2.06391874551772,0.507628933605387,258.474326494547,258.474326494547,
Operational,4,06,ela,01,1.46413763005119,44,260,4,255.439723596307,266.533412358594,1.78961864702457,4.86988244653501,0.453148723579759,5.54684438114359,1.25991618799034,2.3193211060588,0.529702459034232,260.897234204617,260.897234204617,
Operational,4,06,ela,01,1.68236140986437,45,264,4,257.798453892713,269.510721355629,2.04470856954189,4.44521402063659,0.47430058712822,5.85613373145824,1.49028090760679,2.59913623147698,0.554427661935094,263.611460321696,263.611460321696,
Operational,4,06,ela,01,1.92301551392964,46,266,4,260.421697932594,272.787643209935,2.32601813540149,4.04662772983057,0.497111000149093,6.18297263867029,1.74492653017358,2.90710974062941,0.581091605227911,266.604670571264,266.604670571264,
Operational,4,06,ela,01,2.1908674202911,47,270,4,263.453382829943,276.418941057896,2.63912022765907,3.68099691945929,0.521215440763705,6.48277911397642,2.02985204197797,3.24838841334017,0.609268185681099,269.936161943919,269.936161943919,
Operational,4,06,ela,01,2.49333234944612,48,274,4,266.86726140783,280,2.99268277436418,3.31536825617821,0.549204532256566,6.83090214249458,2.35069709480429,3.63466845392407,0.641985679559889,273.698163550325,273.698163550325,
Operational,4,06,ela,01,2.84616608792987,49,278,4,270.730519813173,280,3.40512330256129,2.85884052232279,0.591432294950745,7.35612307152667,2.71377601482579,4.09647059029678,0.691347287735497,278.0866428847,278.0866428847,
Operational,4,06,ela,01,3.29124582734267,50,280,4,270.528616399868,280,3.92539362478758,2.18507988924939,0.676497724351826,8.41415080039585,3.13461018113268,4.71617706844248,0.7907834436549,283.622460539088,280,
Operational,4,06,ela,01,3.97738421097658,51,280,4,270.528616399868,280,4.72744639496312,1.19633885952048,0.914266685739637,10,3.65872593642668,5.79616685349956,1.06872045853644,292.156520037022,280,
Operational,4,06,ela,01,3.99999999999992,52,280,4,270.528616399868,280,4.7538828349999,1.16928842550263,0.924781588186554,10,3.67287111447196,5.83489455552785,1.08101172052795,292.437810945273,280,
Operational,4,07,ela,01,-7.13619923632988,0,200,1,200,210.31135066415,-7.8707905356563,0.108664954962845,3.03357857091659,10,-11.2985478861538,-4.44303318515878,3.42775735049752,200,200,
Operational,4,07,ela,01,-6.90648574393189,1,200,1,200,210.31135066415,-7.61122840674867,0.151069687191252,2.57283144501145,10,-10.5183698211095,-4.70408699238785,2.90714141436082,200.622701328301,200.622701328301,
Operational,4,07,ela,01,-6.6767722515339,2,202,1,200,211.60268405782,-7.35166627784105,0.212094949216453,2.17137501740702,10,-9.80518660131654,-4.89814595436556,2.45352032347549,201.245402656602,201.245402656602,
Operational,4,07,ela,01,-6.44705875913592,3,202,1,200,211.60268405782,-7.09210414893342,0.299219213701883,1.82812236306816,10,-9.15777006828437,-5.02643822958248,2.06566591935095,201.868103984903,201.868103984903,
Operational,4,07,ela,01,-6.21734526673793,4,202,1,200,211.60268405782,-6.8325420200258,0.421304718414892,1.54064237365404,9.20374021875236,-8.57337321899651,-5.09171082105509,1.74083119897071,202.490805313204,202.490805313204,
Operational,4,07,ela,01,-5.98763177433994,5,204,1,200,210.407156642274,-6.57297989111817,0.586873609536964,1.30535221269396,7.79812555143091,-8.04794766843141,-5.09801211380494,1.47496777731324,203.113506641505,203.113506641505,
Operational,4,07,ela,01,-5.75791828194195,6,204,1,200,210.407156642274,-6.31341776221055,0.800445882160908,1.11772254929827,6.67723292329289,-7.57637555104288,-5.05045997337822,1.26295778883233,203.736207969806,203.736207969806,
Operational,4,07,ela,01,-5.52820478954396,7,204,1,200,210.407156642274,-6.05385563330293,1.0576948463335,0.972343702714475,5.80874510279656,-7.15254426004334,-4.95516700656251,1.09868862674042,204.358909298107,204.358909298107,
Operational,4,07,ela,01,-5.29849129714597,8,204,1,200,210.407156642274,-5.7942935043953,1.34334507435412,0.86279219232862,5.15428845574749,-6.76919565710688,-4.81939135168373,0.974902152711577,204.981610626408,204.981610626408,
Operational,4,07,ela,01,-5.06877780474799,9,206,1,201.897667508834,210.556359057186,-5.53473137548768,1.63728455716236,0.781516078166093,4.66874797371636,-6.41779651418175,-4.65166623679361,0.883065138694069,205.604311954709,205.604311954709,
Operational,4,07,ela,01,-4.83906431235,10,206,1,201.897667508834,210.556359057186,-5.27516924658005,1.9270194049688,0.720372219007836,4.30347683403593,-6.08914558214344,-4.46119291101666,0.813976335563391,206.22701328301,206.22701328301,
Operational,4,07,ela,01,-4.60935081995201,11,206,1,201.897667508834,210.556359057186,-5.01560711767243,2.21298346667643,0.672219204134801,4.01581251477539,-5.77517350576913,-4.25604072957573,0.759566388096697,206.849714611311,206.849714611311,
Operational,4,07,ela,01,-4.37963732755402,12,208,1,204.528414563969,211.661819971857,-4.7560449887648,2.50109887158653,0.632316580356234,3.77743572494745,-5.47052386428727,-4.04156611324234,0.714478875522466,207.472415939612,207.472415939612,
Operational,4,07,ela,01,-4.14992383515603,13,208,1,204.528414563969,211.661819971857,-4.49648285985718,2.79973992251121,0.597642061248625,3.57029143790588,-5.17178165977997,-3.82118405993439,0.675298799922788,208.095117267913,208.095117267913,
Operational,4,07,ela,01,-3.89258140814891,14,208,1,204.528414563969,211.661819971857,-4.20570173283267,3.17554520163199,0.56116535450504,3.35238094897956,-4.83978409588417,-3.57161936978117,0.634082363051503,208.717818596214,208.717818596214,
Operational,4,07,ela,01,-3.61666177049462,15,210,1,207.087667433838,212.838775071795,-3.89392949947649,3.70228164626342,0.519715025573227,3.10475822615037,-4.48117553824791,-3.30668346070507,0.587246038771421,209.340519924515,209.340519924515,
